parent,child
foodstuff.n.02,starches.n.01
callosity.n.01,corn.n.04
hardening.n.01,callosity.n.01
symptom.n.01,hardening.n.01
evidence.n.01,symptom.n.01
information.n.02,evidence.n.01
mawkishness.n.02,corn.n.07
emotionality.n.01,mawkishness.n.02
trait.n.01,emotionality.n.01
melon.n.02,cucumber.n.01
gourd.n.03,melon.n.02
alliaceous_plant.n.01,garlic.n.01
alliaceous_plant.n.01,onion.n.02
liliaceous_plant.n.01,alliaceous_plant.n.01
bulbous_plant.n.01,liliaceous_plant.n.01
flavorer.n.01,garlic.n.02
flavorer.n.01,herb.n.02
ingredient.n.03,flavorer.n.01
salad_green.n.01,lettuce.n.03
greens.n.01,salad_green.n.01
greens.n.01,spinach.n.02
bulb.n.01,onion.n.01
stalk.n.02,bulb.n.01
herb.n.02,parsley.n.02
solanaceous_vegetable.n.01,potato.n.01
starches.n.01,potato.n.01
radish_plant.n.01,radish.n.02
radish_plant.n.01,radish.n.04
turnip_plant.n.01,turnip.n.01
car.n.01,ambulance.n.01
car.n.01,bus.n.04
motor_vehicle.n.01,car.n.01
motor_vehicle.n.01,motorcycle.n.01
motor_vehicle.n.01,truck.n.01
self-propelled_vehicle.n.01,motor_vehicle.n.01
self-propelled_vehicle.n.01,recreational_vehicle.n.01
wheeled_vehicle.n.01,self-propelled_vehicle.n.01
wheeled_vehicle.n.01,car.n.02
wheeled_vehicle.n.01,scooter.n.02
vehicle.n.01,wheeled_vehicle.n.01
vehicle.n.01,military_vehicle.n.01
vehicle.n.01,craft.n.02
vehicle.n.01,rocket.n.01
conveyance.n.03,vehicle.n.01
conveyance.n.03,public_transport.n.01
warship.n.01,battleship.n.01
warship.n.01,frigate.n.01
warship.n.01,frigate.n.02
military_vehicle.n.01,warship.n.01
military_vehicle.n.01,warplane.n.01
ship.n.01,warship.n.01
vessel.n.02,ship.n.01
vessel.n.02,boat.n.01
vessel.n.02,yacht.n.01
craft.n.02,vessel.n.02
craft.n.02,aircraft.n.01
airplane.n.01,bomber.n.01
airplane.n.01,fighter.n.02
airplane.n.01,jet.n.01
heavier-than-air_craft.n.01,airplane.n.01
heavier-than-air_craft.n.01,warplane.n.01
heavier-than-air_craft.n.01,glider.n.01
heavier-than-air_craft.n.01,helicopter.n.01
aircraft.n.01,heavier-than-air_craft.n.01
warplane.n.01,bomber.n.01
warplane.n.01,fighter.n.02
sandwich.n.01,bomber.n.03
snack_food.n.01,sandwich.n.01
dish.n.02,snack_food.n.01
nutriment.n.01,dish.n.02
public_transport.n.01,bus.n.01
public_transport.n.01,train.n.01
dysphemism.n.01,bus.n.04
saying.n.01,dysphemism.n.01
speech.n.02,saying.n.01
auditory_communication.n.01,speech.n.02
car.n.02,van.n.03
boat.n.01,ferry.n.01
transportation.n.05,ferry.n.02
commercial_enterprise.n.02,transportation.n.05
commerce.n.01,commercial_enterprise.n.02
transaction.n.01,commerce.n.01
group_action.n.01,transaction.n.01
discharge.n.06,jet.n.02
flow.n.01,discharge.n.06
change_of_location.n.01,flow.n.01
movement.n.03,change_of_location.n.01
lignite.n.01,jet.n.03
coal.n.01,lignite.n.01
fossil_fuel.n.01,coal.n.01
fuel.n.01,fossil_fuel.n.01
vegetable_matter.n.01,coal.n.01
humate.n.01,lignite.n.01
atmospheric_electricity.n.01,jet.n.04
atmospheric_phenomenon.n.01,atmospheric_electricity.n.01
physical_phenomenon.n.01,atmospheric_phenomenon.n.01
natural_phenomenon.n.01,physical_phenomenon.n.01
phenomenon.n.01,natural_phenomenon.n.01
process.n.06,phenomenon.n.01
electrical_discharge.n.01,atmospheric_electricity.n.01
discharge.n.01,electrical_discharge.n.01
soldier.n.01,tanker.n.02
enlisted_person.n.01,soldier.n.01
serviceman.n.01,enlisted_person.n.01
consequence.n.02,train.n.04
result.n.03,consequence.n.02
ending.n.04,result.n.03
piece_of_cloth.n.01,train.n.05
fabric.n.01,piece_of_cloth.n.01
piece.n.01,piece_of_cloth.n.01
part.n.02,piece.n.01
truck.n.01,van.n.05
camper.n.02,van.n.04
recreational_vehicle.n.01,camper.n.02
freshwater_fish.n.01,carp.n.01
freshwater_fish.n.01,catfish.n.01
seafood.n.01,freshwater_fish.n.01
seafood.n.01,saltwater_fish.n.01
cyprinid.n.01,carp.n.02
cyprinid.n.01,goldfish.n.01
cypriniform_fish.n.01,cyprinid.n.01
soft-finned_fish.n.01,cypriniform_fish.n.01
soft-finned_fish.n.01,catfish.n.03
soft-finned_fish.n.01,gadoid.n.01
soft-finned_fish.n.01,clupeid_fish.n.01
soft-finned_fish.n.01,salmonid.n.01
soft-finned_fish.n.01,eel.n.02
teleost_fish.n.01,soft-finned_fish.n.01
teleost_fish.n.01,spiny-finned_fish.n.01
bony_fish.n.01,teleost_fish.n.01
fish.n.01,bony_fish.n.01
fish.n.01,food_fish.n.01
aquatic_vertebrate.n.01,fish.n.01
saltwater_fish.n.01,cod.n.02
saltwater_fish.n.01,herring.n.01
saltwater_fish.n.01,mackerel.n.01
saltwater_fish.n.01,tuna.n.02
gadoid.n.01,cod.n.03
toothed_whale.n.01,dolphin.n.02
whale.n.02,toothed_whale.n.01
cetacean.n.01,whale.n.02
aquatic_mammal.n.01,cetacean.n.01
clupeid_fish.n.01,herring.n.02
food_fish.n.01,herring.n.02
food_fish.n.01,salmon.n.01
food_fish.n.01,trout.n.02
food_fish.n.01,tuna.n.03
scombroid.n.01,mackerel.n.02
scombroid.n.01,tuna.n.03
percoid_fish.n.01,scombroid.n.01
spiny-finned_fish.n.01,percoid_fish.n.01
salmonid.n.01,salmon.n.01
salmonid.n.01,trout.n.02
fish.n.02,salmon.n.03
fish.n.02,trout.n.01
chromatic_color.n.01,salmon.n.04
color.n.01,chromatic_color.n.01
visual_property.n.01,color.n.01
prickly_pear.n.01,tuna.n.01
cactus.n.01,prickly_pear.n.01
succulent.n.01,cactus.n.01
eel.n.02,tuna.n.04
bomb.n.01,grenade.n.01
explosive_device.n.01,bomb.n.01
weaponry.n.01,bomb.n.01
weaponry.n.01,armament.n.01
artillery.n.01,cannon.n.01
armament.n.01,artillery.n.01
gun.n.01,cannon.n.02
gun.n.01,cannon.n.04
gun.n.01,firearm.n.01
body_part.n.01,cannon.n.05
part.n.03,body_part.n.01
thing.n.12,part.n.03
character.n.08,dagger.n.02
written_symbol.n.01,character.n.08
symbol.n.01,written_symbol.n.01
signal.n.01,symbol.n.01
discharge.n.09,gun.n.07
shooting.n.01,discharge.n.09
propulsion.n.02,shooting.n.01
rocket.n.01,missile.n.01
muzzle_loader.n.01,musket.n.01
firearm.n.01,muzzle_loader.n.01
firearm.n.01,pistol.n.01
firearm.n.01,rifle.n.01
pistol.n.01,revolver.n.01
root,entity.n.01
root,snake.n.03
root,villa.n.01
root,fox.n.04
root,fox.n.05
root,salmon.n.02
